master_incident_number,problem,priority_number,year,time_phonepickup,cfs_address,cfs_location_name,call_disposition,short_school_name,cde_school_name,school_type_level,lowest_grade,highest_grade,school_address
DPD-22-0273816,Accident With Injury,1,2022,5/31/2022 13:11,4800 N Telluride St,SCH Evie Dennis Campus Bldg 4 - Box 1123,Report Made,DSST: GVR HS,DSST: Green Valley Ranch High School,CHARTER SCHOOL,9,12,4800 TELLURIDE ST #2
DPD-23-0020553,Shooting,1,2023,1/12/2023 13:47,4800 N Telluride St,Strive Prep,No Police Needed,DSST: GVR HS,DSST: Green Valley Ranch High School,CHARTER SCHOOL,9,12,4800 TELLURIDE ST #2
DPD-23-0086413,Bomb Threat,1,2023,2/17/2023 9:52,4800 N Telluride St,SCH STRIVE PREP: GVR - DPS,No Police Needed,DSST: GVR HS,DSST: Green Valley Ranch High School,CHARTER SCHOOL,9,12,4800 TELLURIDE ST #2
DPD-21-0584429,Help,0,2021,10/12/2021 3:03,1600 N City Park Esplanade,SCH EAST HS - DPS,"Arrest Made,Report Made",East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0148867,Help,0,2023,3/22/2023 9:48,1600 N City Park Esplanade,SCH EAST HS - DPS,File Only,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0293901,Fight,2,2018,5/2/2018 13:28,1600 N Esplanade Pkwy,SCH EAST HS - DPS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0760421,Mental Health,2,2018,11/7/2018 9:34,1600 N City Park Esplanade,SCH EAST HS - DPS,1 - Alarm RP On Scene,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0774162,EMS request PD,2,2018,11/13/2018 12:31,1600 N City Park Esplanade,SCH EAST HS - DPS - - CLINIC,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0104458,Threats IP-JO,2,2019,2/15/2019 19:00,1600 N City Park Esplanade,SCH EAST HS - DPS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0164104,Disturbance Family,2,2019,3/15/2019 7:35,1600 N City Park Esplanade,SCH EAST HS - DPS,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0177096,Harassment IP-JO,2,2019,3/20/2019 18:36,1600 N City Park Esplanade,SCH EAST HS -BASEBALL  FIELD,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0292217,Nature Unknown,2,2019,5/10/2019 6:00,1600 N City Park Esplanade,SB ESPLANADE BTW16TH/17TH,No Police Needed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0441444,EMS request PD,2,2019,7/14/2019 12:36,1600 N City Park Esplanade,PK LOT SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0705095,E 25 Psych/Ab Beh/Suicide Att,2,2019,11/5/2019 10:35,1600 N City Park Esplanade,EAST HS main entrance,CIT Report,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0710679,Disturbance Family,2,2019,11/7/2019 15:47,1600 N City Park Esplanade,SCH EAST HS - DPS  //  BACK ENTRANCE,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-20-0021738,Fight,2,2020,1/10/2020 14:52,1600 N City Park Esplanade,SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0278082,Weapon / Concealed Weapon,2,2021,5/17/2021 14:30,1600 N City Park Esplanade,East High School,File Only,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0325746,Assault  IP-JO,2,2021,6/9/2021 1:49,1600 N City Park Esplanade,East High School - IFO FOUNTAIN,UTL / Unfounded / Unsuccessful,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0431637,Threats IP-JO,2,2021,7/29/2021 10:54,1600 N City Park Esplanade,,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0480672,Nature Unknown,2,2021,8/21/2021 20:27,1600 N City Park Esplanade,BTWN SCHOOL & TRACK FIELD,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0491657,Nature Unknown,2,2021,8/26/2021 23:49,1600 N City Park Esplanade,SCH EAST HS - DPS,"No Police Needed,UTL / Unfound",East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0499089,Assault  IP-JO,2,2021,8/30/2021 13:02,1600 N City Park Esplanade,EAST HS   FRONT DOOR,No Police Needed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0571661,E 25 Psych/Ab Beh/Suicide Att,2,2021,10/5/2021 13:55,1600 N City Park Esplanade,SCH EAST HS - DPS - FRONT DOOR,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0635070,Threats IP-JO,2,2021,11/8/2021 9:51,1600 N City Park Esplanade,EAST HS - OFFICE,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0635390,Fight,2,2021,11/8/2021 12:26,1600 N City Park Esplanade,SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0638982,Threats IP-JO,2,2021,11/10/2021 12:02,1600 N City Park Esplanade,SCH EAST HS - DPS,In Service,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0649897,Threats IP-JO,2,2021,11/16/2021 8:43,1600 N City Park Esplanade,EAST HS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0649905,Threats IP-JO,2,2021,11/16/2021 8:41,1600 N City Park Esplanade,SCH EAST HS - DPS,In Service,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0681563,Threats IP-JO,2,2021,12/3/2021 13:18,1600 N City Park Esplanade,,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0688697,Assault  IP-JO,2,2021,12/7/2021 13:06,1600 N City Park Esplanade,SCH EAST HS - DPS,K - Street Check Completed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0052738,911 Open,2,2022,2/1/2022 8:49,1600 N City Park Esplanade,EAST HS,Y - Broadcast,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0083962,Weapon / Concealed Weapon,2,2022,2/18/2022 11:21,1600 N City Park Esplanade,East High School - Box 1161,No Police Needed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0092577,E 25 Psych/Ab Beh/Suicide Att,2,2022,2/23/2022 9:05,1600 N City Park Esplanade,SCH EAST HS - DPS,No Police Needed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0106948,Threats IP-JO,2,2022,3/3/2022 9:32,1600 N City Park Esplanade,SAFE TO TELL - EAST HS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0126241,Assault  IP-JO,2,2022,3/14/2022 8:10,1600 N City Park Esplanade,East High School,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0131022,Threats IP-JO,2,2022,3/16/2022 16:14,1600 N City Park Esplanade,SCH EAST HS - DPS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0133122,Assault  IP-JO,2,2022,3/17/2022 19:50,1600 N City Park Esplanade,EAST HS - BY BASEBALL FIELD,No Police Needed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0191957,E 25 Psych/Ab Beh/Suicide Att,2,2022,4/18/2022 11:51,1600 N City Park Esplanade,EAST HS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0397932,Fight,2,2022,8/4/2022 17:14,1600 N City Park Esplanade,SCH EAST HS - DPS ON COLF,UTL / Unfounded / Unsuccessful,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0471186,Weapon / Concealed Weapon,2,2022,9/12/2022 13:14,1600 N City Park Esplanade,SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0473074,Nature Unknown,2,2022,9/13/2022 12:56,1600 N City Park Esplanade,SCH EAST HS - DPS,No Police Needed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0480112,Nature Unknown,2,2022,9/17/2022 5:57,1600 N City Park Esplanade,SCH EAST HS - DPS,UTL / Unfounded / Unsuccessful,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0569319,E 25 Psych/Ab Beh/Suicide Att,2,2022,11/3/2022 13:09,1600 N City Park Esplanade,SCH EAST HS - DPS CALLAWAY GYM,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0020565,Shots Heard / Fired,2,2023,1/12/2023 13:53,1600 N City Park Esplanade,East High School - Box 1161,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0032965,Auto Theft IP-JO,2,2023,1/19/2023 11:41,1600 N City Park Esplanade,EAST HS - STUDENT PK LOT,No Police Needed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0066401,Harassment IP-JO,2,2023,2/6/2023 14:03,1600 N City Park Esplanade,East High School PARKING LOT,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0083440,Weapon / Concealed Weapon,2,2023,2/15/2023 14:38,1600 N City Park Esplanade,East High School,File Only,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0083441,Weapon / Concealed Weapon,2,2023,2/15/2023 14:38,1600 N City Park Esplanade,SCH EAST HS - DPS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0045339,Suicidal Person / Suicide,1,2018,1/19/2018 14:50,1600 N Esplanade Pkwy,EAST HIGH SCHOOL - 128 C DEANS OFFICE,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0343010,Suicidal Person / Suicide,1,2018,5/22/2018 9:21,1600 N Esplanade Pkwy,SCH EAST HS - DPS,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0632731,Burglary  IP-JO,1,2018,9/14/2018 22:57,1600 N City Park Esplanade,SCH EAST HS - DPS,K - Street Check Completed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0716429,Weapon / Concealed Weapon,1,2018,10/19/2018 13:25,1600 N City Park Esplanade,EAST HIGH SCHOOL - IFO,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0727564,Suicidal Person / Suicide,1,2018,10/24/2018 11:39,1600 N City Park Esplanade,SCH EAST HS - DPS - CLINIC,Party Advised,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0733028,Weapon / Concealed Weapon,1,2018,10/26/2018 15:33,1600 N City Park Esplanade,EAST HS - DPS- IFO MAIN ENTRANCE,GOA,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0810306,Burglary  IP-JO,1,2018,11/30/2018 0:11,1600 N City Park Esplanade,,T - Citation Issued,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0864831,Burglary  IP-JO,1,2018,12/24/2018 13:33,1600 N City Park Esplanade,SCH EAST HS - DPS,K - Street Check Completed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0183785,Weapon / Concealed Weapon,1,2019,3/23/2019 21:48,1600 N City Park Esplanade,11-Jul,GOA,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0332079,Suicidal Person / Suicide,1,2019,5/28/2019 9:14,1600 N City Park Esplanade,SCH EAST HS - DPS,UTL / Unfounded / Unsuccessful,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-19-0338225,Burglary  IP-JO,1,2019,5/30/2019 21:33,1600 N City Park Esplanade,SCH EAST HS - DPS,GOA,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-20-0452964,Suicidal Person / Suicide,1,2020,7/27/2020 1:49,1600 N City Park Esplanade,DETROIT SIDE OF THE BLDG,UTL / Unfounded / Unsuccessful,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-20-0756698,Burglary  IP-JO,1,2020,12/31/2020 23:21,1600 N City Park Esplanade,SCH EAST HS - DPS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0002790,Burglary  IP-JO,1,2021,1/2/2021 12:22,1600 N City Park Esplanade,SCH EAST HS - DPS,Arrest Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-21-0636961,Bomb Threat,1,2021,11/9/2021 10:19,1600 N City Park Esplanade,SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0069744,Kidnap IP-JO,1,2022,2/10/2022 14:34,1600 N City Park Esplanade,SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0096010,Bomb Threat,1,2022,2/25/2022 9:16,1600 N City Park Esplanade,SCH EAST HS - DPS,UTL / Unfounded / Unsuccessful,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0096013,Bomb Threat,1,2022,2/25/2022 9:16,1600 N City Park Esplanade,East High School,File Only,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0139211,Bomb Threat,1,2022,3/21/2022 9:33,1600 N City Park Esplanade,EAST HS - DPS,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0246635,Burglary  IP-JO,1,2022,5/16/2022 22:50,1600 N City Park Esplanade,East High School - Box 1161,GOA,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0276167,Burglary  IP-JO,1,2022,6/1/2022 19:12,1600 N City Park Esplanade,AT FRONT DOORS AT SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-22-0500458,Suicidal Person / Suicide,1,2022,9/28/2022 0:42,1600 N City Park Esplanade,East High School - BASE BALL FIELD,K - Street Check Completed,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0087438,Burglary  IP-JO,1,2023,2/17/2023 20:36,1600 N City Park Esplanade,SCH EAST HS - DPS,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0148869,Shooting,1,2023,3/22/2023 9:49,1600 N City Park Esplanade,East High School,Back Up / Cover Car,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-23-0148870,Shooting,1,2023,3/22/2023 9:50,1600 N City Park Esplanade,****PRIM CAD 23-148870 CP-16T/ESPLANADE,Report Made,East,East High School,HIGH SCHOOL,9,12,1600 CITY PARK ESPLANADE
DPD-18-0175552,E 25 Psych/Ab Beh/Suicide Att,2,2018,3/15/2018 14:39,3240 N Humboldt St,Cole Middle School- MAIN OFFICE,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0354352,Nature Unknown,2,2018,5/26/2018 19:37,3240 N HUMBOLDT ST,COLE ARTS AND SCIENCE ACADEMY,UTL / Unfounded / Unsuccessful,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0772789,Assault  IP-JO,2,2018,11/12/2018 19:34,3240 N Humboldt St,SCH Cole Middle School,Arrest Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0834067,Fight,2,2018,12/10/2018 14:53,3240 N Humboldt St,SCH COLE ARTS & SCIENCE ACA - DPS,File Only,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0856981,Fight,2,2018,12/20/2018 15:37,3240 N Humboldt St,SCH Cole Middle School,Party Advised,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0072414,Criminal Mischief IP-JO,2,2019,2/1/2019 13:41,3240 N Humboldt St,COLE HS -- MAIN OFFICE,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0219510,Threats IP-JO,2,2019,4/8/2019 16:33,3240 N Humboldt St,SCH DSST: COLE HS - DPS,Party Advised,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0464683,Nature Unknown,2,2019,7/24/2019 12:19,3240 N Humboldt St,SCH Cole Middle School,No Police Needed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0519252,Threats IP-JO,2,2019,8/16/2019 12:16,3240 N Humboldt St,SCH DSST: COLE HS - DPS,Party Advised,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0585977,Nature Unknown,2,2019,9/13/2019 14:15,3240 N Humboldt St,SCH Cole Middle School,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0614178,Mental Health,2,2019,9/25/2019 12:21,3240 N Humboldt St,SCH Cole Middle School,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0636333,Assault  IP-JO,2,2019,10/4/2019 16:26,3240 N Humboldt St,SCH Cole Middle School,Report Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-20-0059934,Fight,2,2020,1/27/2020 13:54,3240 N Humboldt St,SCH DSST: COLE HS - DPS,Party Advised,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-20-0108453,Fight,2,2020,2/19/2020 12:36,3240 N Humboldt St,SCH DSST: COLE - DPS,UTL / Unfounded / Unsuccessful,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0505754,E 25 Psych/Ab Beh/Suicide Att,2,2021,9/2/2021 14:50,3240 N Humboldt St,DSST: COLE HS,Report Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0583003,Threats IP-JO,2,2021,10/11/2021 10:54,3240 N Humboldt St,SCH Cole Middle School,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0583095,Threats IP-JO,2,2021,10/11/2021 11:44,3240 N Humboldt St,SCH DSST: COLE - DPS,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0677130,911 Open,2,2021,12/1/2021 11:51,3240 N Humboldt St,DSST: COLE - DPS,Supervisor Cancelled Inc,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0688468,E 25 Psych/Ab Beh/Suicide Att,2,2021,12/7/2021 10:43,3240 N Humboldt St,COLE HS - DPS,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-22-0096089,Weapon / Concealed Weapon,2,2022,2/25/2022 10:13,3240 N Humboldt St,SCH COLE ARTS & SCIENCE ACA - DPS,GOA,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-22-0195904,Assault  IP-JO,2,2022,4/20/2022 11:21,3240 N Humboldt St,SCH Cole Middle School,Report Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-22-0198715,Nature Unknown,2,2022,4/21/2022 18:15,3240 N Humboldt St,SCH Cole Middle School,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-22-0425367,EMS request PD,2,2022,8/19/2022 11:41,3240 N Humboldt St,SCH DSST: COLE - DPS - NEAR PLAYGROUND,No Police Needed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-22-0439048,Threats IP-JO,2,2022,8/26/2022 14:33,3240 N Humboldt St,SCH DSST: COLE HS - DPS,Party Advised,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-22-0569619,Fight,2,2022,11/3/2022 16:12,3240 N Humboldt St,SCH DSST: COLE HS - DPS,Arrest Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-22-0590516,Fight,2,2022,11/15/2022 15:46,3240 N Humboldt St,SCH Cole Middle School,No Police Needed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-23-0009210,Nature Unknown,2,2023,1/6/2023 7:38,3240 N Humboldt St,SCH DSST: COLE - DPS,UTL / Unfounded / Unsuccessful,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0024466,Suicidal Person / Suicide,1,2018,1/11/2018 9:16,3240 N Humboldt St,SCH COLE ARTS & SCIENCE ACA - DPS,Party Advised,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0107446,Suicidal Person / Suicide,1,2018,2/14/2018 12:45,3240 N Humboldt St,SCH COLE ARTS & SCIENCE ACA - DPS,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0351447,Suicidal Person / Suicide,1,2018,5/25/2018 15:48,3240 N Humboldt St,SCH DSST: COLE HS - DPS,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0588116,Shot Spotter,1,2018,8/28/2018 13:58,3240 N Humboldt St,,Report Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0588119,Shot Spotter,1,2018,8/28/2018 13:58,3240 N Humboldt St,,In Service,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0589909,Weapon / Concealed Weapon,1,2018,8/29/2018 8:00,3240 N Humboldt St,SCH DSST: COLE HS - DPS,UTL / Unfounded / Unsuccessful,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0605863,Weapon / Concealed Weapon,1,2018,9/4/2018 17:02,3240 N Humboldt St,SCH Cole ARTS AND SCIENCE,Arrest Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0617059,Shot Spotter,1,2018,9/8/2018 23:47,3240 N Humboldt St,,Party Advised,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-18-0833359,Suicidal Person / Suicide,1,2018,12/10/2018 9:48,3240 N Humboldt St,SCH COLE ARTS & SCIENCE ACA - DPS,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0128922,MPER - Lost Child,1,2019,2/27/2019 8:42,3240 N Humboldt St,SCH Cole Middle School,File Only,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0218459,Suicidal Person / Suicide,1,2019,4/8/2019 9:52,3240 N Humboldt St,SCH DSST: COLE HS - DPS,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0257841,Suicidal Person / Suicide,1,2019,4/25/2019 13:38,3240 N Humboldt St,DSST: COLE HS - DPS - CONFRENCE ROOM,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0273799,Suicidal Person / Suicide,1,2019,5/2/2019 11:26,3240 N Humboldt St,SCH Cole Middle School,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0273823,Suicidal Person / Suicide,1,2019,5/2/2019 11:36,3240 N Humboldt St,SCH DSST: COLE - DPS,K - Street Check Completed,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0639647,Shot Spotter,1,2019,10/6/2019 2:28,3240 N Humboldt St,,UTL / Unfounded / Unsuccessful,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-19-0705879,Suicidal Person / Suicide,1,2019,11/5/2019 16:01,3240 N Humboldt St,SCH DSST: COLE HS - DPS  --  FRONT OFFICE,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-20-0735971,Shot Spotter,1,2020,12/19/2020 21:03,3240 N Humboldt St,,UTL / Unfounded / Unsuccessful,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0527932,Child Abuse/Neglect IP-JO,1,2021,9/13/2021 9:41,3240 N Humboldt St,SCH Cole Middle School,UTL / Unfounded / Unsuccessful,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0542270,Suicidal Person / Suicide,1,2021,9/20/2021 14:21,3240 N Humboldt St,SCH DSST: COLE HS - DPS,Report Made,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
DPD-21-0573468,Suicidal Person / Suicide,1,2021,10/6/2021 11:44,3240 N Humboldt St,Cole Middle School -- OFFICE,Back Up / Cover Car,Cole,Cole Arts and Science Academy,ELEMENTARY SCHOOL,EC,5,3240 HUMBOLDT ST
